X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-5.149999e-05,5.000000e-07,
0,0.000000e+00,-1.250000e-02,
1,-6.250000e-02,-6.250000e-03,
2,0.000000e+00,-9.375000e-03,
3,-6.250000e-02,3.125000e-03,
4,0.000000e+00,0.000000e+00,
5,-6.250000e-02,9.375000e-03,
6,0.000000e+00,1.250000e-02,
7,-6.250000e-02,3.125000e-03,
8,0.000000e+00,3.125000e-03,
9,-6.250000e-02,-9.375000e-03,
10,0.000000e+00,-6.250000e-03,
11,-6.250000e-02,-1.562500e-02,
12,0.000000e+00,-9.375000e-03,
13,-6.250000e-02,3.125000e-03,
14,0.000000e+00,0.000000e+00,
15,-6.250000e-02,9.375000e-03,
16,0.000000e+00,9.375000e-03,
17,-6.250000e-02,3.125000e-03,
18,0.000000e+00,3.125000e-03,
19,-6.250000e-02,-9.375000e-03,
20,0.000000e+00,-1.250000e-02,
21,-6.250000e-02,-6.250000e-03,
22,0.000000e+00,-9.375000e-03,
23,-6.250000e-02,3.125000e-03,
24,0.000000e+00,3.125000e-03,
25,-6.250000e-02,6.250000e-03,
26,0.000000e+00,9.375000e-03,
27,-6.250000e-02,0.000000e+00,
28,0.000000e+00,3.125000e-03,
29,-6.250000e-02,-6.250000e-03,
30,0.000000e+00,-6.250000e-03,
31,-6.250000e-02,-1.250000e-02,
32,0.000000e+00,-9.375000e-03,
33,-6.250000e-02,0.000000e+00,
34,0.000000e+00,0.000000e+00,
35,-6.250000e-02,9.375000e-03,
36,0.000000e+00,9.375000e-03,
37,-6.250000e-02,-3.125000e-03,
38,0.000000e+00,0.000000e+00,
39,-6.250000e-02,-6.250000e-03,
40,0.000000e+00,-9.375000e-03,
41,-6.250000e-02,-3.125000e-03,
42,0.000000e+00,-6.250000e-03,
43,-6.250000e-02,0.000000e+00,
44,0.000000e+00,-3.125000e-03,
45,-6.250000e-02,9.375000e-03,
46,0.000000e+00,6.250000e-03,
47,-6.250000e-02,-3.125000e-03,
48,0.000000e+00,0.000000e+00,
49,-6.250000e-02,-6.250000e-03,
50,0.000000e+00,-3.125000e-03,
51,-6.250000e-02,-1.250000e-02,
52,0.000000e+00,-9.375000e-03,
53,-6.250000e-02,0.000000e+00,
54,0.000000e+00,0.000000e+00,
55,-6.250000e-02,6.250000e-03,
56,0.000000e+00,6.250000e-03,
57,-6.250000e-02,0.000000e+00,
58,0.000000e+00,3.125000e-03,
59,-6.250000e-02,-9.375000e-03,
60,-6.250000e-02,-1.250000e-02,
61,0.000000e+00,-3.125000e-03,
62,0.000000e+00,-9.375000e-03,
63,-6.250000e-02,0.000000e+00,
64,-6.250000e-02,0.000000e+00,
65,0.000000e+00,6.250000e-03,
66,-6.250000e-02,6.250000e-03,
67,0.000000e+00,-3.125000e-03,
68,-6.250000e-02,0.000000e+00,
69,0.000000e+00,-6.250000e-03,
70,0.000000e+00,-6.250000e-03,
71,-6.250000e-02,0.000000e+00,
72,0.000000e+00,-6.250000e-03,
73,-6.250000e-02,3.125000e-03,
74,0.000000e+00,3.125000e-03,
75,-6.250000e-02,-3.125000e-03,
76,0.000000e+00,3.125000e-03,
77,-6.250000e-02,-6.250000e-03,
78,-6.250000e-02,-6.250000e-03,
79,0.000000e+00,0.000000e+00,
80,-6.250000e-02,-6.250000e-03,
81,0.000000e+00,0.000000e+00,
82,0.000000e+00,-3.125000e-03,
83,-6.250000e-02,3.125000e-03,
84,0.000000e+00,0.000000e+00,
